Номер примера;Количество комнат;Общая площадь;Жилая площадь;Тип дома;Этажность квартиры;Этажность дома;Площадь кухни;Индекс места;Минут ходьбы;Телефон;Балкон / Лоджия;Цена
1;2;44;27;1;5;9;6;106;10;1;0;47000
2;1;35;19;1;13;16;9;88;5;1;1;42000
3;3;85;56;0;4;9;10;59;20;1;2;112000
4;4;133;74;1;1;16;20;117;30;1;2;136000
5;3;67;48;0;1;8;7;14;5;1;0;90000
6;3;65;45;1;17;22;11;63;25;1;2;91000
7;3;76;46;1;8;16;11;63;15;1;2;130000
8;2;44;29;0;1;3;7;126;35;0;0;24000
9;1;35;18;0;2;14;8;105;25;1;1;42000
10;1;30;17;0;1;9;6;16;10;1;0;45000
11;2;45;29;1;4;5;6;125;50;1;2;30000
12;3;80;50;0;9;9;10;19;7;1;2;135000
13;1;39;22;1;6;12;13;63;35;1;2;47000
14;2;53;34;1;7;16;9;67;10;1;2;82000
15;2;38;24;1;11;12;6;63;35;1;2;43000
16;3;65;44;0;3;9;9;90;10;1;0;72000
17;3;56;42;0;5;5;5;87;3;1;2;53000
18;3;58;38;0;6;9;10;100;15;1;2;56000
19;1;39;20;1;14;14;8;121;40;1;1;36000
20;2;65;35;1;9;17;10;97;15;1;1;68000
21;2;38;26;1;2;5;6;93;5;1;0;40000
22;2;44;29;0;5;5;6;43;10;1;2;53000
23;3;74;46;1;11;16;10;31;5;1;2;120000
24;2;46;28;1;2;5;7;40;15;1;0;51000
25;3;76;48;0;6;6;12;37;7;1;2;130000
26;1;34;19;1;9;9;7;54;3;1;0;42000
27;1;39;21;1;2;12;9;77;10;1;0;44000
28;2;48;29;1;1;9;10;97;10;1;3;48000
29;2;49;31;0;5;8;8;36;3;1;0;74000
30;2;43;29;0;2;9;6;110;15;0;0;45000
31;3;86;55;0;6;9;8;26;5;1;2;125000
32;3;75;45;1;13;17;11;8;5;1;2;140000
33;3;64;44;0;3;5;12;69;5;1;2;91000
34;2;60;35;1;1;17;10;77;10;1;0;58000
35;4;100;68;0;6;6;9;20;10;1;2;138000
36;3;65;45;2;9;9;8;105;3;1;1;73000
37;1;42;24;0;1;8;9;19;3;1;0;55000
38;3;54;37;0;2;5;6;121;25;1;2;53000
39;3;85;54;0;5;8;9;16;7;1;2;140000
40;4;111;73;0;5;5;8;38;5;1;0;145000
41;2;61;37;0;3;5;9;85;20;1;2;87000
42;3;81;48;1;11;12;9;52;25;1;2;124000
43;1;37;19;1;3;12;10;113;40;1;2;33000
44;2;42;28;0;4;9;5;124;15;1;2;27000
45;1;35;20;1;12;14;12;63;30;1;1;38000
46;1;39;20;1;6;12;10;63;35;1;2;48000
47;2;45;28;1;5;9;7;94;5;1;0;50000
48;2;56;36;0;7;8;10;19;10;1;2;101000
49;3;64;48;1;11;12;7;92;10;1;1;66000
50;2;60;35;0;1;5;8;30;5;1;0;68000
51;1;30;17;1;5;5;7;119;5;0;0;34000
52;3;60;39;1;4;9;8;83;10;1;1;76000
53;1;32;18;0;2;5;6;83;20;1;2;34000
54;2;54;32;1;1;17;10;91;25;0;0;47000
55;1;38;19;1;8;17;8;83;35;1;2;31000
56;2;46;31;1;6;12;7;109;25;1;1;50000
57;3;72;48;0;2;5;8;65;5;1;0;90000
58;2;45;30;1;7;9;7;113;10;1;2;49000
59;3;73;43;1;13;17;10;8;10;1;3;125000
60;1;38;17;1;8;13;9;8;7;1;1;75000
61;3;62;44;1;1;9;7;110;15;1;1;64000
62;1;63;22;0;2;13;9;47;5;1;1;110000
63;3;78;50;0;2;4;9;121;5;1;0;85000
64;1;32;17;1;5;9;8;63;5;1;1;45500
65;2;44;33;0;5;5;6;63;35;0;2;38000
66;1;40;20;1;19;22;10;80;25;0;2;45000
67;1;31;18;2;2;4;6;127;50;0;0;15000
68;2;45;31;1;4;5;6;116;5;1;2;46000
69;3;80;56;0;4;10;9;29;1;1;2;134000
70;4;80;47;0;3;5;8;14;5;1;0;140000
71;2;47;31;1;5;9;7;117;30;1;2;47000
72;3;75;43;1;14;16;10;40;15;1;1;115000
73;1;32;18;0;2;5;6;83;35;0;2;33000
74;2;54;32;1;8;16;10;63;50;1;2;62000
75;1;42;21;1;9;14;9;109;25;0;1;38000
76;2;52;31;1;5;16;10;67;10;1;1;77000
77;2;52;31;1;10;11;8;109;35;0;1;54000
78;1;39;21;1;2;14;9;63;35;1;0;44000
79;2;66;41;0;5;7;8;11;3;1;2;137000
80;2;45;29;1;5;5;7;92;15;0;2;40000
81;2;40;25;0;1;5;6;51;5;1;0;44000
82;1;37;19;1;2;16;11;29;2;1;1;53000
83;2;38;24;2;13;14;6;83;10;1;1;49000
84;1;32;20;1;3;5;6;117;25;1;2;35000
85;3;72;50;1;5;5;8;68;10;1;0;69000
86;4;101;65;1;8;22;10;121;50;1;1;115000
87;3;86;54;0;9;11;12;100;5;0;2;114000
88;3;60;38;1;9;9;8;101;3;1;1;65000
89;2;45;28;2;8;12;6;47;10;1;2;60000
90;1;31;20;0;5;5;6;29;12;1;2;45000
91;2;56;31;1;3;16;9;94;10;1;2;70000
92;2;53;31;1;10;14;9;109;50;0;2;57000
93;3;59;42;1;5;9;7;121;25;0;2;52000
94;4;96;64;0;2;6;10;33;10;1;0;140000
95;2;45;30;0;2;9;6;100;10;0;0;45000
96;1;30;16;0;5;5;6;105;20;0;2;32000
97;1;31;19;0;2;9;6;57;25;1;0;36000
98;3;90;57;0;2;6;12;18;7;1;0;132000
99;1;39;21;1;11;12;9;113;25;1;1;45000
100;2;45;30;1;3;5;7;104;10;1;0;47000
101;2;51;28;2;15;16;12;36;25;1;1;80000
102;2;49;34;0;1;5;7;11;5;1;0;67000
103;2;41;27;1;2;5;5;105;10;0;2;40000
104;3;77;45;1;14;22;11;92;1;1;0;97000
105;3;57;42;0;6;9;7;73;15;1;2;74000
106;2;38;23;1;4;14;6;117;35;1;1;40500
107;2;58;36;0;7;8;9;20;3;1;2;100000
108;2;45;29;1;5;5;6;112;15;0;2;40000
109;2;46;32;1;1;5;7;104;15;1;0;40000
110;3;74;45;1;8;17;10;121;40;1;1;72000
111;1;33;19;1;7;9;7;54;10;1;0;47500
112;2;46;30;1;6;12;7;109;10;1;1;50000
113;3;62;41;0;4;7;8;48;1;1;2;90000
114;2;59;33;0;3;8;12;44;5;1;0;100000
115;3;90;60;0;4;8;14;29;10;1;2;120000
116;2;45;32;2;5;9;5;107;8;1;2;50000
117;1;36;19;1;16;17;8;46;5;1;1;50000
118;2;54;32;1;6;17;9;109;10;1;2;77000
119;3;72;44;1;15;17;10;109;10;1;3;95000
120;3;74;44;1;5;16;10;77;10;1;3;100000
121;1;36;20;1;10;12;9;94;15;1;2;38000
122;1;38;19;1;3;17;9;87;30;1;1;44000
123;1;33;19;1;3;9;7;97;5;1;0;39000
124;1;30;16;1;12;12;7;106;5;1;2;34000
125;3;75;45;1;10;16;11;63;5;1;3;115000
126;2;54;32;1;3;16;9;63;10;1;2;81000
127;1;39;21;1;1;16;9;120;20;0;0;30000
128;1;37;16;0;3;9;9;18;2;1;0;70000
129;2;43;32;1;2;5;6;121;5;1;2;47000
130;3;75;45;1;4;17;10;8;7;1;1;131000
131;1;35;19;0;6;9;10;68;30;1;1;45000
132;2;45;30;1;1;5;7;117;20;1;0;41000
133;2;54;33;1;4;16;9;45;15;1;2;70000
134;3;80;58;0;4;5;10;31;10;1;2;89000
135;2;52;30;1;6;12;9;111;15;1;1;58000
136;2;57;34;0;4;5;9;35;15;1;0;90000
137;4;74;59;2;2;9;7;75;15;1;2;95000
138;1;54;17;0;2;10;20;72;3;1;0;65000
139;1;34;19;1;4;9;6;54;12;1;0;43000
140;2;54;32;1;9;12;10;95;15;1;2;53000
141;1;40;23;2;6;16;7;63;10;1;1;54000
142;2;48;32;1;8;9;7;97;15;1;2;50000
143;3;60;43;1;5;9;6;108;10;1;1;65000
144;3;60;43;0;3;5;6;110;10;1;2;85000
145;3;65;45;0;3;4;8;104;25;1;2;61000
146;1;31;18;2;4;5;6;102;5;1;2;40000
147;2;44;29;0;2;5;6;86;10;1;0;45000
148;2;46;27;1;2;5;7;40;20;1;2;55000
149;2;54;33;1;3;16;9;47;10;1;2;85000
150;2;45;29;1;12;14;6;119;7;1;2;60000
151;2;58;36;0;1;8;8;76;7;0;0;73000
152;1;37;20;2;3;16;10;16;10;1;1;72000
153;2;45;28;1;9;12;7;63;10;1;1;65000
154;1;29;18;1;2;9;6;105;3;0;0;37000
155;1;32;17;1;12;12;8;63;10;1;2;48000
156;1;36;19;1;12;16;9;104;15;1;1;41000
157;1;33;19;1;6;9;7;109;20;1;0;37000
158;3;62;44;1;8;9;7;109;20;1;1;64000
159;3;74;52;0;3;5;9;91;15;1;2;71000
160;1;35;19;2;1;14;10;119;15;1;1;36000
161;3;60;45;2;2;5;6;93;5;1;2;68000
162;1;34;19;1;1;9;6;116;20;1;0;33500
163;2;43;29;2;3;5;6;19;2;1;2;55000
164;2;51;31;1;7;17;8;113;20;1;2;55000
165;2;59;34;1;12;17;10;117;25;1;1;60000
166;1;20;12;0;8;9;3;57;15;1;2;27000
167;3;91;53;0;8;8;9;43;5;1;2;125000
168;2;44;28;1;3;9;6;121;10;1;0;45000
169;3;80;56;0;5;9;9;19;7;1;2;135000
170;1;35;21;1;9;9;6;102;25;1;2;39000
171;2;45;32;2;5;9;6;107;10;1;2;50000
172;3;77;53;0;3;9;8;56;5;1;2;116000
173;2;46;29;1;8;9;7;109;5;1;0;48000
174;3;82;59;0;2;5;10;37;5;1;0;147000
175;2;42;28;0;1;5;6;110;5;1;2;43000
176;2;50;30;1;1;17;9;104;10;1;0;59000
177;3;90;60;0;4;11;10;29;5;1;0;132000
178;2;45;29;0;5;5;6;87;5;0;2;46000
179;1;32;21;2;4;5;6;116;5;1;2;43000
180;2;47;30;1;2;12;7;113;10;1;0;52000
181;3;67;44;0;5;5;7;121;15;0;0;63000
182;3;80;53;0;2;8;9;19;15;1;0;128000
183;3;78;51;0;4;5;9;16;7;1;2;110000
184;3;58;38;0;3;5;10;81;15;0;0;65000
185;3;60;39;0;3;5;8;12;10;1;0;97000
186;3;67;42;1;22;22;9;97;15;1;1;82000
187;2;54;32;1;10;16;9;61;20;1;2;79000
188;2;38;23;1;12;12;7;51;25;0;2;44000
189;2;53;31;1;9;14;8;63;45;1;1;63000
190;1;40;17;0;8;9;10;60;10;1;0;57000
191;2;39;22;2;8;9;8;116;10;1;2;44000
192;2;45;28;0;7;9;6;116;15;1;2;50000
193;2;44;28;1;12;12;6;93;10;1;2;57000
194;2;43;31;2;3;5;6;62;25;0;2;43000
195;2;46;31;1;5;5;6;73;15;0;2;44000
196;2;50;30;1;15;17;8;78;3;1;2;65000
197;2;55;35;1;6;24;8;2;5;1;1;124000
198;2;45;29;1;7;9;6;40;15;1;0;63000
199;2;46;30;1;3;9;7;113;3;1;0;58000
200;2;52;30;1;12;14;9;61;15;1;1;76000
201;1;35;19;1;2;16;10;107;10;0;1;43000
202;3;56;40;0;1;5;6;87;10;1;0;59000
203;2;44;30;1;1;5;6;56;8;1;0;40000
204;3;75;43;0;5;7;14;23;5;1;0;135000
205;1;39;19;1;11;12;9;91;30;1;2;41000
206;2;39;27;0;1;5;6;38;25;1;0;43000
207;1;39;21;1;12;12;9;117;20;1;1;46000
208;2;54;32;1;8;17;9;63;2;0;2;112000
209;2;45;30;2;2;5;6;102;10;1;2;45000
210;2;46;28;1;1;9;7;117;25;1;1;46000
211;3;86;53;0;6;8;13;21;15;1;2;136000
212;3;78;53;0;3;5;9;73;8;1;2;120000
213;2;55;33;0;8;8;9;19;7;1;0;90000
214;3;76;46;1;9;16;10;77;12;1;3;105000
215;2;44;28;1;1;9;6;109;25;1;0;45000
216;1;27;14;1;9;9;6;109;12;1;0;33000
217;1;21;13;0;2;12;4;94;2;1;0;28000
218;3;56;38;0;7;9;6;121;15;1;2;58500
219;2;41;27;1;2;5;6;69;8;1;2;48000
220;2;53;31;1;6;14;9;109;25;0;1;53000
221;3;75;51;0;1;9;9;7;12;1;0;133000
222;3;50;39;1;2;5;6;19;15;1;2;61000
223;3;69;46;0;8;8;8;18;12;1;2;100000
224;2;45;29;1;4;9;7;109;10;1;0;53000
225;1;41;21;1;12;12;8;75;15;1;1;48000
226;3;74;45;1;3;17;11;49;10;1;2;126000
227;2;58;36;0;7;8;9;3;10;1;2;121000
228;3;52;34;1;4;9;8;106;5;1;1;59000
229;2;45;32;1;5;9;7;118;5;1;2;50000
230;3;60;45;1;3;9;7;63;10;1;2;85000
231;3;60;45;1;5;9;7;37;10;1;2;85000
232;1;37;19;1;10;16;9;49;15;1;2;46000
233;2;54;33;1;13;17;9;19;15;0;2;82000
234;3;75;45;1;3;16;11;61;10;1;1;122000
235;2;45;29;1;5;10;6;101;5;1;2;46000
236;2;44;29;1;4;5;7;62;25;1;2;44000
237;3;64;46;1;3;14;8;52;15;1;1;70000
238;3;65;44;1;4;12;10;103;5;1;2;77000
239;3;64;45;1;14;14;10;63;30;1;1;76000
240;3;75;46;1;17;17;11;88;10;1;3;80000
241;2;52;31;1;11;14;10;72;10;0;2;70000
242;1;38;19;1;3;17;8;80;2;1;2;49000
243;2;66;41;0;5;6;12;35;10;1;2;125000
244;3;59;44;1;2;9;6;75;5;1;1;72000
245;3;50;35;1;3;5;7;121;25;1;1;52000
246;1;40;21;1;5;14;8;120;35;1;1;42000
247;3;58;44;1;9;9;6;109;1;1;2;66000
248;1;39;19;1;17;17;9;106;10;1;2;48000
249;3;74;51;0;4;5;9;51;35;1;2;83000
250;1;38;19;1;8;17;8;91;35;1;2;45000
251;1;33;19;1;8;9;6;61;25;1;2;45000
252;1;32;20;1;1;9;6;102;6;1;0;37000
253;1;39;21;1;1;14;9;109;35;0;0;39500
254;2;52;31;1;6;17;9;32;7;1;2;79000
255;2;44;29;0;5;5;6;43;10;1;2;50000
256;2;44;28;1;5;9;5;78;15;1;0;50000
257;1;46;18;0;2;8;14;0;7;1;0;110000
258;2;51;31;1;15;17;9;8;2;1;2;92000
259;2;43;31;0;2;5;6;105;7;1;2;44000
260;3;56;37;1;2;9;7;80;10;1;1;80000
261;1;35;19;2;16;16;10;102;5;1;1;40000
262;2;44;31;2;1;5;7;46;3;1;0;45000
263;2;53;30;1;4;12;8;111;10;1;1;54000
264;3;62;39;2;3;12;8;111;10;1;1;67000
265;1;27;12;1;2;9;6;54;10;1;0;38000
266;3;59;38;2;9;9;6;106;13;1;2;59000
267;4;96;72;0;2;5;9;72;10;1;0;116000
268;1;39;22;1;2;12;9;84;10;1;0;40000
269;2;45;29;2;5;5;6;85;10;1;2;41000
270;3;77;46;1;15;17;11;8;10;1;3;134000
271;3;80;59;0;3;6;7;38;5;1;0;121000
272;2;47;30;1;2;9;7;113;7;1;0;47500
273;1;42;21;1;10;14;10;91;25;0;3;41000
274;2;44;29;0;4;5;7;87;12;1;2;49000
275;3;63;45;1;2;12;7;109;30;1;1;62000
276;1;33;21;1;2;9;7;102;5;0;0;35000
277;1;33;19;2;1;12;8;61;25;0;0;34000
278;2;44;27;0;4;9;6;67;20;1;2;50000
279;2;60;38;0;6;8;10;19;15;1;2;100000
280;2;49;29;1;3;9;6;54;7;1;0;55000
281;3;82;52;0;2;8;9;68;10;1;0;117000
282;3;70;48;0;8;8;9;16;5;1;2;126000
283;1;36;20;1;5;12;10;113;3;1;2;45000
284;2;56;31;0;8;8;10;100;15;1;2;60000
285;1;33;18;0;8;9;6;18;5;1;2;65000
286;3;70;46;1;7;24;8;2;7;1;0;147000
287;2;46;30;1;4;9;7;77;5;1;1;55000
288;1;35;20;1;3;12;10;117;15;1;2;45000
289;2;64;43;0;2;3;7;2;3;1;0;114000
290;3;82;49;1;8;17;9;109;25;1;2;86000
291;2;48;32;1;3;9;9;70;10;1;2;60000
292;3;73;52;0;5;8;9;70;7;1;2;110000
293;4;84;61;0;4;9;8;44;3;1;2;135000
294;1;35;20;2;12;12;10;115;15;1;2;42000
295;3;61;44;1;1;5;7;117;20;1;0;50000
296;3;60;43;1;4;12;6;21;3;1;1;95000
297;1;35;19;1;1;5;8;121;40;1;0;33000
298;4;66;46;1;6;9;7;116;50;1;1;55000
299;2;45;30;2;1;5;6;76;25;1;0;43000
300;3;81;56;0;2;5;10;39;10;1;0;105000
301;4;63;47;1;7;9;6;121;25;1;1;63000
302;1;32;18;0;4;5;6;70;10;1;2;35000
303;2;53;29;1;8;16;11;94;2;1;1;61000
304;1;32;19;0;7;8;7;16;3;1;2;68000
305;2;45;30;0;2;8;7;10;5;1;0;84000
306;1;31;17;0;1;9;9;19;10;1;1;46000
307;2;42;27;1;1;5;6;93;15;1;2;37000
308;3;67;44;2;1;8;8;94;3;1;1;70000
309;2;39;24;1;1;12;7;97;5;1;0;46000
310;3;67;47;1;16;16;7;69;15;1;1;82000
311;2;40;29;1;1;5;6;103;10;1;0;41000
312;2;51;31;1;2;17;9;78;10;1;2;71000
313;1;33;17;0;3;4;8;30;5;1;2;46000
314;1;35;15;0;3;16;7;31;5;1;0;53000
315;1;33;19;0;1;5;7;80;5;1;0;34000
316;2;47;30;1;5;5;5;49;5;1;2;55000
317;3;85;60;0;5;8;10;51;25;0;2;100000
318;2;44;29;2;1;5;6;90;5;1;0;46000
319;1;35;21;1;4;9;7;78;10;1;1;42000
320;2;54;32;1;17;17;9;72;15;0;2;75000
321;1;35;21;1;9;9;7;111;15;1;1;40000
322;3;70;50;0;3;8;6;19;20;1;2;130000
323;3;77;46;1;13;17;10;91;35;1;3;90000
324;1;58;18;1;4;14;9;121;35;0;2;36000
325;2;58;36;0;6;9;9;3;10;1;2;117000
326;2;55;34;0;6;8;9;35;10;1;2;82000
327;2;45;28;1;3;12;6;14;20;1;2;85000
328;2;53;31;1;10;14;9;122;30;0;1;44000
329;3;81;51;0;5;13;10;72;5;1;2;137000
330;3;59;41;1;5;5;6;67;15;1;2;60000
331;1;35;20;1;9;14;10;72;15;1;1;43000
332;2;45;30;2;2;5;6;56;10;1;2;47000
333;4;76;53;1;2;12;9;85;15;1;1;99000
334;3;56;41;1;1;5;8;83;30;1;0;43000
335;1;24;15;1;5;5;3;75;5;1;0;28000
336;2;43;26;0;1;5;6;72;10;1;0;44000
337;2;44;28;1;1;9;6;97;15;1;1;39000
338;1;38;20;0;12;14;10;29;7;1;1;64000
339;2;57;35;0;4;8;8;18;7;1;2;100000
340;2;39;24;0;1;5;6;87;6;1;0;40000
341;2;45;28;1;3;9;6;74;4;1;0;56000
342;1;38;20;1;9;12;9;102;20;0;2;47000
343;1;35;20;1;1;9;7;109;10;0;0;34000
344;2;61;40;0;2;7;8;29;8;1;0;105000
345;2;52;32;0;2;12;7;72;5;0;0;75000
346;4;97;69;0;2;5;8;117;10;1;0;105000
347;3;79;57;0;5;5;9;35;15;1;2;95000
348;2;45;32;1;2;5;6;96;10;1;2;49000
349;3;60;38;1;2;9;8;104;15;1;1;70000
350;1;36;20;1;12;12;10;115;12;1;2;40000
351;2;44;28;1;3;9;6;119;10;1;0;49000
352;3;68;53;1;9;9;6;61;20;1;1;85000
353;2;43;29;2;5;5;6;96;10;1;2;42000
354;2;60;32;0;4;5;8;69;3;1;2;70000
355;1;32;18;0;7;9;6;83;5;1;2;45000
356;3;66;44;1;5;16;8;56;5;1;1;125000
357;3;74;45;1;2;16;10;106;10;1;2;80000
358;3;50;35;1;7;9;6;85;5;1;1;57000
359;1;32;21;1;3;5;6;112;10;1;2;36000
360;1;34;17;0;5;5;8;62;2;1;0;42000
361;1;38;19;1;17;17;8;91;15;0;2;43000
362;2;41;26;0;3;5;6;49;10;1;2;50000
363;3;59;44;1;3;9;7;117;35;1;2;57500
364;2;45;27;0;3;5;7;26;5;1;0;67000
365;1;36;19;1;7;16;8;94;25;1;1;42000
366;2;43;29;0;2;5;6;105;25;1;2;43000
367;2;44;29;0;5;5;6;43;10;1;2;52000
368;1;35;21;1;9;9;6;78;7;0;1;35000
369;2;54;34;1;3;16;9;46;5;1;1;95000
370;2;54;32;1;2;17;9;63;25;1;2;81000
371;2;52;33;0;6;7;10;95;10;1;0;74000
372;3;60;46;1;6;12;8;78;5;1;1;72000
373;1;32;18;0;6;9;7;122;35;1;2;30000
374;2;39;27;0;2;5;6;104;15;1;0;40000
375;1;32;19;1;7;9;6;119;15;1;0;35000
376;2;44;32;0;1;9;7;104;5;1;0;48000
377;3;83;53;0;5;5;9;72;25;1;2;89000
378;2;44;30;2;4;5;6;96;10;1;2;45000
379;3;58;43;2;3;5;7;68;10;0;2;51000
380;3;58;43;1;6;9;7;121;10;1;1;60000
381;1;35;20;1;3;9;7;121;25;1;0;36000
382;2;56;36;0;2;8;10;19;7;1;0;96000
383;3;72;45;1;5;16;11;61;25;1;1;110000
384;1;39;21;1;4;14;9;61;25;1;1;48000
385;3;90;58;0;5;5;11;53;10;1;2;126000
386;1;35;20;1;2;12;10;85;25;0;0;38000
387;4;76;53;1;2;12;9;85;15;1;1;102000
388;2;37;24;1;6;9;8;13;5;1;2;63000
389;2;44;30;1;6;9;6;68;15;1;2;62000
390;2;56;32;1;12;17;10;63;35;1;1;65000
391;2;45;34;2;7;9;6;40;5;1;2;70000
392;1;31;19;2;1;5;6;46;5;0;0;32000
393;3;63;45;1;2;12;8;111;5;1;2;68000
394;3;49;34;1;8;9;6;68;15;1;1;54000
395;2;53;29;1;8;16;11;94;1;1;1;61000
396;1;33;18;1;4;9;7;46;20;1;0;38000
397;3;62;46;2;5;5;7;40;7;1;0;61000
398;1;32;20;1;5;5;6;103;2;1;2;34000
399;3;78;55;0;2;5;9;90;5;1;0;82000
400;3;80;54;0;4;5;10;60;10;1;2;110000
401;1;38;19;1;6;16;8;36;5;1;1;47000
402;2;53;32;1;13;13;10;88;7;1;1;61000
403;2;45;29;1;7;9;6;87;7;1;1;54000
404;2;80;45;0;3;7;12;28;5;1;2;126000
405;2;42;28;1;5;5;6;107;10;1;2;45000
406;2;45;30;1;10;12;7;44;7;1;1;58000
407;1;33;19;1;9;9;7;104;25;1;0;38000
408;2;58;37;0;5;8;9;18;10;1;2;118000
409;3;74;48;0;12;14;10;49;10;1;1;126000
410;1;33;21;0;1;5;6;69;10;1;0;38000
411;1;32;18;0;8;8;7;43;10;1;2;51000
412;3;80;52;0;2;8;11;16;10;1;0;121000
413;3;65;40;1;1;12;9;75;15;1;1;79000
414;1;37;19;0;2;16;8;51;3;1;0;58000
415;1;35;21;1;12;12;9;105;7;1;2;43000
416;3;55;44;0;8;8;6;28;1;1;2;101000
417;2;47;32;1;14;14;10;105;5;1;2;49000
418;3;69;46;0;2;8;10;19;20;1;0;126000
419;2;43;28;1;2;9;6;119;15;1;1;48000
420;2;43;28;0;4;5;6;105;3;1;2;48000
421;3;60;42;0;2;9;6;6;10;1;0;116000
422;2;57;36;0;4;8;6;26;10;1;2;116000
423;3;83;48;0;4;6;11;16;10;1;2;119000
424;1;40;21;0;3;8;9;43;7;1;2;65000
425;1;35;22;1;9;9;7;46;10;1;1;39000
426;1;38;21;0;6;14;9;68;15;1;1;48000
427;1;29;18;0;2;9;6;105;4;1;0;37000
428;5;100;64;0;2;5;14;16;5;1;0;116000
